时间,点1温度,点2温度,点3温度,点4温度,点5温度,点6温度,点7温度,点8温度
2019/3/12 12:25:21,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:25:23,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:25:25,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:25:27,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:25:29,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:25:31,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:25:33,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:25:35,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:25:37,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:25:39,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:25:41,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:25:43,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:25:45,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:25:47,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:25:49,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:25:51,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:25:53,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:25:55,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:25:57,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:25:59,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:26:01,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:26:03,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:26:05,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:26:07,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:26:09,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:26:11,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:26:13,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:26:15,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:26:17,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:26:19,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:26:21,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:26:23,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:26:25,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:26:27,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:26:29,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:26:31,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:26:33,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:26:35,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:26:37,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:26:39,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:26:41,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:26:43,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:26:45,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:26:47,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:26:49,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:26:51,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:26:53,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:26:55,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:26:57,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:26:59,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:27:01,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:27:03,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:27:05,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:27:07,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:27:09,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:27:11,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:27:13,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:27:15,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:27:17,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:27:19,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:27:21,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:27:23,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:27:25,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:27:27,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:27:29,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:27:31,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:27:33,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:27:35,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:27:37,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:27:39,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:27:41,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:27:43,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:27:45,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:27:47,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:27:49,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:27:51,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:27:53,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:27:55,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:27:57,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:27:59,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:28:01,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:28:03,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:28:05,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:28:07,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:28:09,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:28:11,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:28:13,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:28:15,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:28:17,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:28:19,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:28:21,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:28:23,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:28:25,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:28:27,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:28:29,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:28:31,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:28:33,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:28:35,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:28:37,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:28:39,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:28:41,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:28:43,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:28:45,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:28:47,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:28:49,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:28:51,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:28:53,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:28:55,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:28:57,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:28:59,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:29:01,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:29:03,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:29:05,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:29:07,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:29:09,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:29:11,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:29:13,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:29:15,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:29:17,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:29:19,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:29:21,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:29:23,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:29:25,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:29:27,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:29:29,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:29:31,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:29:33,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:29:35,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:29:37,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:29:39,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:29:41,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:29:43,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:29:45,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:29:47,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:29:49,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:29:51,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:29:53,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:29:55,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:29:57,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:29:59,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:30:01,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:30:03,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:30:05,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:30:07,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:30:09,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:30:11,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:30:13,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:30:15,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:30:17,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:30:19,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:30:21,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:30:23,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:30:25,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:30:27,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:30:29,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:30:31,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:30:33,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:30:35,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:30:37,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:30:39,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:30:41,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:30:43,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:30:45,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:30:47,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:30:49,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:30:51,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:30:53,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:30:55,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:30:57,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:30:59,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:31:01,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:31:03,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:31:05,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:31:07,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:31:09,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:31:11,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:31:13,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:31:15,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:31:17,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:31:19,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:31:21,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:31:23,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:31:25,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:31:27,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:31:29,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:31:31,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:31:33,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:31:35,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:31:37,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:31:39,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:31:41,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:31:43,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:31:45,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:31:47,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:31:49,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:31:51,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:31:53,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:31:55,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:31:57,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:31:59,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:32:01,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:32:03,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:32:05,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:32:07,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:32:09,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:32:11,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:32:13,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:32:15,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:32:17,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:32:19,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:32:21,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:32:23,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:32:25,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:32:27,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:32:29,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:32:31,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:32:33,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:32:35,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:32:37,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:32:39,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:32:41,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:32:43,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:32:45,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:32:47,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:32:49,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:32:51,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:32:53,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:32:55,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:32:57,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:32:59,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:33:01,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:33:03,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:33:05,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:33:07,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:33:09,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:33:11,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:33:13,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:33:15,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:33:17,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:33:19,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:33:21,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:33:23,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:33:25,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:33:27,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:33:29,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:33:31,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:33:33,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:33:35,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:33:37,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:33:39,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:33:41,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:33:43,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:33:45,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:33:47,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:33:49,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:33:51,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:33:53,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:33:55,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:33:57,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:33:59,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:34:01,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:34:03,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:34:05,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:34:07,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:34:09,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:34:11,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:34:13,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:34:15,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:34:17,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:34:19,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:34:21,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:34:23,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:34:25,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:34:27,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:34:29,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:34:31,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:34:33,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:34:35,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:34:37,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:34:39,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:34:41,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:34:43,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:34:45,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:34:47,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:34:49,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:34:51,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:34:53,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:34:55,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:34:57,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:34:59,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:35:01,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:35:03,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:35:05,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:35:07,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:35:09,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:35:11,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:35:13,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:35:15,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:35:17,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:35:19,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:35:21,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:35:23,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:35:25,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:35:27,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:35:29,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:35:31,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:35:33,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:35:35,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:35:37,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:35:39,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:35:41,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:35:43,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:35:45,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:35:47,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:35:49,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:35:51,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:35:53,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:35:55,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:35:57,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:35:59,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:36:01,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:36:03,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:36:05,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:36:07,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:36:09,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:36:11,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:36:13,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:36:15,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:36:17,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:36:19,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:36:21,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:36:23,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:36:25,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:36:27,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:36:29,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:36:31,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:36:33,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:36:35,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:36:37,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:36:39,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:36:41,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:36:43,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:36:45,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:36:47,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:36:49,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:36:51,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:36:53,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:36:55,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:36:57,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:36:59,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:37:01,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:37:03,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:37:05,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:37:07,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:37:09,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:37:11,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:37:13,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:37:15,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:37:17,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:37:19,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:37:21,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:37:23,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:37:25,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:37:27,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:37:29,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:37:31,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:37:33,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:37:35,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:37:37,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:37:39,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:37:41,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:37:43,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:37:45,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:37:47,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:37:49,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:37:51,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:37:53,12.5,13.5,15.0,18,20,21,25,60,85
